Sentence,Sentiment
negotiation resulted reduction people regular employment around half covered pension arrangements,-1
users vetr bearish tesla motors indicating sell rating stars tsla httpstcovvpzqcxsnj,-1
capman stockholmheadquartered private equity firm held first close second private equity real estate fund continues push property sector,0
compnay also said would lower price development projects third compared last november,0
nokian tyre proves high safety excellently important driving qualities stability mark handling braking road,1
finnish communication electronics components supplier scanfil tuesday said sales first half lower period year,0
high winds also toppled three semitrailers north barstow,0
ruukki signed contract norwegian company veidekke entreprenor,1
konecranes previously communicated estimated reduction employees group level ,0
deal includes rental equipment related merchandise rental contract depot employees company said,0
operating cash flow investments totalled compared corresponding period ,-1
ebrd using funds provide loan portion euros syndicated finnish commercial banks nordea bank finland euros pohjola bank euros,0
issues identified stonesoft affect range content inspection technology,0
